Name,Category,Dosage Form,Strength,Indication
Dolocillin,Antidiabetic,Inhaler,523 mg,Virus
Metomet,Antifungal,Inhaler,876 mg,Pain
Cefstatin,Antipyretic,Ointment,296 mg,Fungus
Clariprofen,Analgesic,Syrup,403 mg,Pain
Dolonazole,Antipyretic,Ointment,930 mg,Wound
Amoxinazole,Antiviral,Capsule,931 mg,Wound
Ibuproprofen,Antipyretic,Injection,21 mg,Diabetes
Amoxiprofen,Antibiotic,Cream,168 mg,Depression
Clarimet,Antiseptic,Syrup,704 mg,Depression
Amoxiphen,Antiviral,Inhaler,136 mg,Infection
Metovir,Antidepressant,Tablet,55 mg,Wound
Claristatin,Antibiotic,Syrup,350 mg,Diabetes
Acetoprofen,Analgesic,Capsule,945 mg,Wound
Clarinazole,Antiviral,Capsule,102 mg,Pain
Dextromet,Antipyretic,Inhaler,770 mg,Virus
Cefmycin,Antidepressant,Capsule,331 mg,Virus
Amoxicillin,Antidepressant,Capsule,460 mg,Pain
Claristatin,Antibiotic,Inhaler,420 mg,Fever
Clariphen,Antidiabetic,Inhaler,64 mg,Diabetes
Clariphen,Antiseptic,Cream,827 mg,Fever
Dolonazole,Antipyretic,Injection,518 mg,Pain
Amoximet,Antidepressant,Capsule,127 mg,Diabetes
Metostatin,Antidiabetic,Ointment,126 mg,Depression
Dextronazole,Antiseptic,Inhaler,552 mg,Pain
Cefphen,Antifungal,Cream,126 mg,Infection
Clarinazole,Antifungal,Inhaler,382 mg,Fungus
Metostatin,Antidiabetic,Cream,824 mg,Depression
Metostatin,Antidiabetic,Capsule,385 mg,Depression
Cefvir,Antifungal,Injection,39 mg,Virus
Dextromet,Analgesic,Cream,224 mg,Infection
Metovir,Antiviral,Injection,822 mg,Virus
Dolomet,Antipyretic,Cream,181 mg,Depression
Cefcillin,Antiviral,Tablet,382 mg,Virus
Dolocillin,Antiviral,Ointment,686 mg,Virus
Cefnazole,Analgesic,Inhaler,518 mg,Pain
Dextrovir,Antifungal,Ointment,294 mg,Infection
Metocillin,Antidiabetic,Syrup,798 mg,Fever
Dolocillin,Analgesic,Ointment,123 mg,Virus
Dextromycin,Antiviral,Injection,258 mg,Fungus
Clariprofen,Antidiabetic,Drops,993 mg,Pain
Dolovir,Antifungal,Cream,11 mg,Fever
Cefprofen,Antiviral,Tablet,67 mg,Infection
Cefcillin,Antipyretic,Ointment,258 mg,Depression
Metomet,Analgesic,Cream,444 mg,Diabetes
Dextrostatin,Antiseptic,Drops,171 mg,Diabetes
Acetovir,Antipyretic,Injection,591 mg,Virus
Claristatin,Antibiotic,Capsule,38 mg,Fungus
Clariphen,Antidiabetic,Tablet,376 mg,Fungus
Metoprofen,Antiviral,Cream,378 mg,Virus
Clarinazole,Antiviral,Ointment,108 mg,Infection
Clarinazole,Antipyretic,Tablet,252 mg,Virus
Metostatin,Antidepressant,Inhaler,830 mg,Virus
Amoxinazole,Antidepressant,Drops,890 mg,Depression
Metonazole,Antibiotic,Ointment,695 mg,Pain
Metocillin,Antiviral,Drops,373 mg,Depression
Ibuproprofen,Antiviral,Ointment,773 mg,Wound
Dextrostatin,Antifungal,Capsule,296 mg,Wound
Dextrophen,Analgesic,Drops,504 mg,Pain
Acetomycin,Antipyretic,Capsule,771 mg,Virus
Ibuprocillin,Antipyretic,Inhaler,984 mg,Infection
Clarinazole,Antiseptic,Tablet,89 mg,Wound
Dolomycin,Antipyretic,Drops,303 mg,Depression
Dextronazole,Analgesic,Inhaler,888 mg,Diabetes
Cefnazole,Antibiotic,Drops,384 mg,Wound
Dolocillin,Analgesic,Drops,773 mg,Fungus
Cefprofen,Antipyretic,Ointment,499 mg,Pain
Cefcillin,Antiseptic,Cream,586 mg,Pain
Dolostatin,Antiviral,Ointment,716 mg,Fungus
Acetophen,Antifungal,Syrup,797 mg,Infection
Amoximet,Antiviral,Syrup,622 mg,Fever
Dolomycin,Antiviral,Tablet,291 mg,Wound
Metostatin,Antidepressant,Tablet,196 mg,Fungus
Acetoprofen,Antiviral,Cream,631 mg,Virus
Cefcillin,Antiviral,Injection,126 mg,Infection
Amoxiphen,Antibiotic,Syrup,271 mg,Fungus
Cefmet,Antipyretic,Drops,498 mg,Diabetes
Clarimycin,Antibiotic,Drops,920 mg,Pain
Ibuprocillin,Antibiotic,Ointment,631 mg,Wound
Metomycin,Analgesic,Tablet,394 mg,Diabetes
Doloprofen,Analgesic,Cream,769 mg,Infection
Claricillin,Antidiabetic,Drops,60 mg,Fever
Dolomycin,Antiviral,Tablet,981 mg,Virus
Metostatin,Antipyretic,Capsule,612 mg,Fungus
Dextrostatin,Antidiabetic,Drops,547 mg,Virus
Cefvir,Antidepressant,Cream,914 mg,Infection
Ibuprovir,Antiviral,Syrup,707 mg,Diabetes
Ibuprovir,Antibiotic,Capsule,820 mg,Wound
Metocillin,Antibiotic,Cream,362 mg,Pain
Clariphen,Antiseptic,Ointment,113 mg,Wound
Ibuprocillin,Antiviral,Injection,284 mg,Virus
Acetostatin,Antipyretic,Cream,928 mg,Fever
Clariphen,Antipyretic,Ointment,864 mg,Fever
Dextromet,Antibiotic,Syrup,988 mg,Diabetes
Ibuprovir,Antidiabetic,Syrup,741 mg,Fungus
Metomycin,Antiviral,Ointment,921 mg,Virus
Dolomycin,Antiseptic,Tablet,538 mg,Depression
Ibuprostatin,Antiseptic,Tablet,284 mg,Wound
Cefprofen,Antibiotic,Tablet,313 mg,Diabetes
Dolomycin,Antidepressant,Capsule,258 mg,Depression
Cefmycin,Analgesic,Capsule,135 mg,Fever
Amoxivir,Antidepressant,Injection,750 mg,Wound
Dolostatin,Antiseptic,Injection,894 mg,Fever
Dolophen,Antidepressant,Tablet,717 mg,Pain
Cefmycin,Antiviral,Tablet,186 mg,Fungus
Amoxivir,Antidepressant,Tablet,280 mg,Virus
Dextrocillin,Antiviral,Capsule,483 mg,Pain
Dolomycin,Antibiotic,Syrup,267 mg,Wound
Acetomet,Antifungal,Inhaler,257 mg,Virus
Dextromycin,Antiviral,Tablet,59 mg,Fungus
Metostatin,Antidiabetic,Syrup,850 mg,Fever
Cefmet,Antiseptic,Cream,957 mg,Fever
Cefprofen,Antiseptic,Tablet,172 mg,Diabetes
Doloprofen,Antiseptic,Cream,329 mg,Infection
Dolophen,Antipyretic,Inhaler,889 mg,Infection
Metophen,Analgesic,Capsule,593 mg,Diabetes
Dolophen,Analgesic,Syrup,451 mg,Fungus
Ibuprophen,Analgesic,Injection,836 mg,Depression
Acetophen,Antiviral,Ointment,862 mg,Diabetes
Acetocillin,Antiviral,Capsule,169 mg,Diabetes
Ibupromet,Antidepressant,Capsule,726 mg,Fungus
Amoxiprofen,Antidiabetic,Tablet,367 mg,Wound
Dextrophen,Antiviral,Cream,387 mg,Pain
Amoxiprofen,Antipyretic,Injection,802 mg,Diabetes
Dolostatin,Antipyretic,Tablet,841 mg,Wound
Acetostatin,Antidiabetic,Syrup,92 mg,Infection
Cefphen,Antiseptic,Tablet,24 mg,Diabetes
Dolonazole,Antiviral,Tablet,816 mg,Pain
Cefmycin,Antibiotic,Tablet,952 mg,Pain
Amoximet,Antiseptic,Cream,422 mg,Virus
Dolomet,Analgesic,Syrup,809 mg,Fever
Acetonazole,Antidepressant,Ointment,400 mg,Depression
Metonazole,Analgesic,Inhaler,326 mg,Diabetes
Metocillin,Antidepressant,Inhaler,399 mg,Wound
Acetomycin,Antifungal,Cream,466 mg,Pain
Acetonazole,Antidepressant,Syrup,872 mg,Fever
Acetovir,Antiseptic,Cream,246 mg,Depression
Dolomycin,Antiseptic,Inhaler,509 mg,Diabetes
Dolophen,Antidepressant,Injection,37 mg,Depression
Metomycin,Analgesic,Syrup,766 mg,Depression
Acetoprofen,Antiseptic,Injection,177 mg,Fungus
Ibuproprofen,Antifungal,Ointment,668 mg,Depression
Dextrostatin,Antipyretic,Drops,866 mg,Infection
Metonazole,Antidepressant,Drops,43 mg,Virus
Ibuprophen,Antifungal,Syrup,263 mg,Wound
Cefprofen,Analgesic,Inhaler,712 mg,Virus
Amoxiphen,Antiviral,Drops,839 mg,Fever
Clarinazole,Antidiabetic,Syrup,293 mg,Diabetes
Acetovir,Antidiabetic,Syrup,97 mg,Infection
Acetoprofen,Antidiabetic,Cream,267 mg,Infection
Clarimycin,Antiviral,Syrup,629 mg,Fever
Dolomycin,Antipyretic,Cream,284 mg,Diabetes
Doloprofen,Antifungal,Ointment,372 mg,Virus
Doloprofen,Antifungal,Capsule,344 mg,Diabetes
Acetocillin,Antipyretic,Inhaler,625 mg,Pain
Clarivir,Antipyretic,Injection,623 mg,Infection
Cefnazole,Antidepressant,Syrup,654 mg,Wound
Dolovir,Antifungal,Tablet,461 mg,Depression
Cefnazole,Antipyretic,Drops,577 mg,Fever
Ibuprovir,Analgesic,Capsule,729 mg,Diabetes
Amoxiprofen,Antidiabetic,Tablet,37 mg,Pain
Claricillin,Antidiabetic,Ointment,953 mg,Virus
Dolomet,Antidiabetic,Syrup,904 mg,Fever
Dextromet,Analgesic,Cream,708 mg,Fever
Ibupronazole,Antiseptic,Injection,224 mg,Virus
Dextromet,Antibiotic,Capsule,75 mg,Wound
Clarivir,Antibiotic,Ointment,413 mg,Fungus
Ibuprostatin,Antiseptic,Inhaler,785 mg,Virus
Cefmycin,Antiviral,Inhaler,143 mg,Pain
Clarimet,Antiseptic,Cream,367 mg,Virus
Acetophen,Antidiabetic,Inhaler,196 mg,Infection
Acetoprofen,Antipyretic,Capsule,816 mg,Infection
Amoxiprofen,Antidepressant,Drops,668 mg,Fever
Acetomycin,Antipyretic,Tablet,938 mg,Diabetes
Metomet,Antidiabetic,Tablet,552 mg,Infection
Acetocillin,Antipyretic,Tablet,467 mg,Infection
Acetophen,Antibiotic,Tablet,179 mg,Pain
Dextronazole,Antidepressant,Injection,88 mg,Virus
Claristatin,Antifungal,Cream,126 mg,Diabetes
Acetomet,Antidiabetic,Drops,577 mg,Infection
Acetonazole,Analgesic,Drops,384 mg,Infection
Cefmycin,Antibiotic,Cream,818 mg,Wound
Metocillin,Antifungal,Ointment,413 mg,Diabetes
Cefstatin,Antipyretic,Ointment,183 mg,Diabetes
Claristatin,Antiviral,Injection,624 mg,Infection
Claricillin,Antidiabetic,Injection,959 mg,Fever
Cefnazole,Antidiabetic,Tablet,425 mg,Diabetes
Claricillin,Antidepressant,Tablet,591 mg,Virus
Dextrovir,Antifungal,Drops,25 mg,Depression
Doloprofen,Antidepressant,Syrup,614 mg,Fever
Clarimycin,Antidiabetic,Tablet,554 mg,Wound
Metonazole,Antipyretic,Syrup,824 mg,Diabetes
Amoxivir,Antibiotic,Injection,331 mg,Virus
Clarinazole,Analgesic,Ointment,543 mg,Fever
Ibuprostatin,Antiviral,Ointment,122 mg,Fever
Acetonazole,Antidepressant,Injection,550 mg,Depression
Metomet,Antipyretic,Injection,767 mg,Depression
Ibuprocillin,Antiviral,Capsule,475 mg,Pain
Dextromet,Antiseptic,Capsule,753 mg,Fungus
Dolovir,Antidiabetic,Cream,953 mg,Wound
Acetomet,Antidiabetic,Ointment,813 mg,Fever
Clarimycin,Antidiabetic,Drops,407 mg,Pain
Clarimet,Antiseptic,Cream,44 mg,Wound
Acetocillin,Antidepressant,Capsule,31 mg,Infection
Ibupromycin,Antiseptic,Injection,370 mg,Depression
Clariphen,Antiseptic,Ointment,361 mg,Fever
Amoxiphen,Antidiabetic,Drops,256 mg,Fever
Acetocillin,Antiseptic,Tablet,469 mg,Diabetes
Acetomet,Antidiabetic,Capsule,406 mg,Fungus
Ibupromycin,Antifungal,Tablet,845 mg,Depression
Acetoprofen,Antidepressant,Syrup,112 mg,Wound
Claristatin,Analgesic,Syrup,743 mg,Pain
Dextroprofen,Antibiotic,Tablet,658 mg,Depression
Clarimet,Antibiotic,Cream,894 mg,Fungus
Ibuprovir,Antifungal,Ointment,879 mg,Infection
Clarinazole,Antidepressant,Inhaler,560 mg,Diabetes
Ibuprocillin,Antiseptic,Injection,538 mg,Wound
Metophen,Antidepressant,Cream,499 mg,Fever
Clariphen,Antidiabetic,Inhaler,501 mg,Fever
Cefprofen,Antidepressant,Drops,890 mg,Diabetes
Dolocillin,Analgesic,Ointment,202 mg,Diabetes
Dolomycin,Antifungal,Injection,64 mg,Pain
Amoxivir,Antiseptic,Capsule,71 mg,Wound
Clarivir,Antidiabetic,Inhaler,930 mg,Wound
Ibuprocillin,Antiseptic,Ointment,673 mg,Pain
Cefprofen,Antibiotic,Syrup,484 mg,Diabetes
Cefprofen,Analgesic,Capsule,717 mg,Infection
Cefmet,Antidepressant,Inhaler,406 mg,Fungus
Dextromycin,Antipyretic,Inhaler,864 mg,Depression
Amoxiprofen,Antiviral,Inhaler,469 mg,Fever
Cefvir,Antiseptic,Syrup,864 mg,Infection
Ibuproprofen,Antidiabetic,Cream,169 mg,Fever
Metovir,Analgesic,Injection,377 mg,Virus
Amoxiprofen,Antidiabetic,Cream,402 mg,Pain
Doloprofen,Analgesic,Injection,457 mg,Pain
Amoxiprofen,Antipyretic,Inhaler,531 mg,Fungus
Metovir,Antidiabetic,Injection,274 mg,Wound
Amoximet,Antidepressant,Tablet,385 mg,Wound
Metocillin,Antiviral,Inhaler,477 mg,Wound
Ibuprophen,Antidepressant,Syrup,840 mg,Pain
Clarimycin,Antiseptic,Inhaler,546 mg,Wound
Claricillin,Antipyretic,Ointment,249 mg,Pain
Metomet,Analgesic,Injection,754 mg,Fungus
Ibuprocillin,Antidiabetic,Drops,29 mg,Pain
Dextromycin,Antipyretic,Drops,241 mg,Virus
Ibuproprofen,Antibiotic,Cream,352 mg,Fungus
Dextronazole,Antiseptic,Injection,1 mg,Depression
Acetocillin,Antidepressant,Cream,132 mg,Wound
Dolomet,Antiseptic,Inhaler,411 mg,Fungus
Cefvir,Analgesic,Drops,66 mg,Virus
Dolophen,Antifungal,Inhaler,100 mg,Fungus
Dolomycin,Antidepressant,Drops,49 mg,Infection
Metostatin,Antibiotic,Drops,623 mg,Diabetes
Amoxistatin,Antibiotic,Syrup,371 mg,Fungus
Acetomycin,Antiviral,Injection,393 mg,Wound
Amoxiphen,Antidiabetic,Injection,995 mg,Depression
Amoxinazole,Antibiotic,Cream,990 mg,Diabetes
Amoxicillin,Antifungal,Injection,999 mg,Fever
Amoximycin,Analgesic,Syrup,130 mg,Pain
Dextrophen,Antipyretic,Tablet,687 mg,Virus
Dolovir,Antidepressant,Capsule,569 mg,Depression
Ibupromycin,Antifungal,Capsule,117 mg,Infection
Ibupromet,Analgesic,Tablet,331 mg,Diabetes
Amoxistatin,Antidepressant,Drops,646 mg,Virus
Metomet,Analgesic,Capsule,405 mg,Pain
Metocillin,Antiseptic,Syrup,523 mg,Fever
Claristatin,Antiviral,Ointment,390 mg,Depression
Metophen,Antifungal,Syrup,787 mg,Pain
Amoxiphen,Analgesic,Drops,665 mg,Diabetes
Acetomet,Antidepressant,Inhaler,775 mg,Fever
Clarivir,Antiseptic,Injection,347 mg,Pain
Amoximet,Analgesic,Inhaler,454 mg,Diabetes
Metonazole,Antidepressant,Cream,455 mg,Infection
Doloprofen,Analgesic,Injection,951 mg,Wound
Clarimycin,Antipyretic,Cream,262 mg,Depression
Clariphen,Antidepressant,Tablet,211 mg,Virus
Metomet,Antiseptic,Cream,648 mg,Virus
Acetovir,Antibiotic,Inhaler,602 mg,Virus
Metocillin,Antibiotic,Syrup,195 mg,Depression
Metomycin,Antiseptic,Ointment,667 mg,Wound
Dolomycin,Antiviral,Tablet,142 mg,Fungus
Metovir,Antifungal,Capsule,161 mg,Virus
Acetomet,Antiviral,Injection,567 mg,Pain
Dextrostatin,Antidepressant,Cream,267 mg,Diabetes
Cefmycin,Analgesic,Inhaler,88 mg,Infection
Cefvir,Antidepressant,Syrup,346 mg,Virus
Cefmet,Antiseptic,Drops,91 mg,Depression
Dolocillin,Antiseptic,Drops,319 mg,Depression
Ibupromycin,Antiseptic,Ointment,818 mg,Fever
Amoximet,Antidiabetic,Drops,547 mg,Virus
Amoxistatin,Antipyretic,Syrup,178 mg,Diabetes
Acetovir,Antidiabetic,Capsule,156 mg,Fungus
Amoxicillin,Antidepressant,Tablet,261 mg,Pain
Ibuprocillin,Antiviral,Syrup,830 mg,Pain
Doloprofen,Antifungal,Injection,502 mg,Pain
Amoxiphen,Antibiotic,Inhaler,106 mg,Diabetes
Amoxiprofen,Antidepressant,Tablet,796 mg,Wound
Dextrocillin,Analgesic,Ointment,95 mg,Pain
Ibuprovir,Antidiabetic,Cream,497 mg,Fungus
Amoxivir,Analgesic,Syrup,117 mg,Fever
Ibuprovir,Antipyretic,Ointment,212 mg,Fever
Cefmycin,Antibiotic,Inhaler,469 mg,Pain
Metocillin,Analgesic,Inhaler,412 mg,Virus
Acetophen,Antifungal,Drops,634 mg,Fungus
Amoxivir,Analgesic,Ointment,28 mg,Diabetes
Dextrophen,Antipyretic,Syrup,500 mg,Infection
Cefmycin,Antipyretic,Ointment,422 mg,Virus
Ibuprostatin,Antiviral,Inhaler,835 mg,Wound
Amoxiprofen,Antiviral,Injection,557 mg,Diabetes
Ibuproprofen,Antidepressant,Capsule,654 mg,Fever
Metocillin,Antipyretic,Cream,769 mg,Depression
Dolocillin,Antibiotic,Syrup,295 mg,Fever
Dolophen,Antibiotic,Cream,533 mg,Diabetes
Dolomet,Analgesic,Injection,974 mg,Wound
Amoximycin,Antibiotic,Ointment,873 mg,Virus
Metonazole,Antiviral,Ointment,638 mg,Virus
Dextrocillin,Antifungal,Capsule,331 mg,Wound
Acetomycin,Antiseptic,Syrup,697 mg,Fungus
Dextrocillin,Antiseptic,Tablet,261 mg,Infection
Cefnazole,Antiviral,Inhaler,490 mg,Depression
Claristatin,Antidiabetic,Inhaler,478 mg,Diabetes
Metovir,Antipyretic,Inhaler,208 mg,Wound
Dextrocillin,Antiseptic,Capsule,35 mg,Virus
Cefcillin,Analgesic,Cream,47 mg,Diabetes
Amoxivir,Antiviral,Inhaler,185 mg,Virus
Dolomet,Antipyretic,Inhaler,418 mg,Diabetes
Dextrocillin,Antidiabetic,Ointment,124 mg,Wound
Ibupromycin,Antidiabetic,Tablet,233 mg,Depression
Clarinazole,Antiviral,Syrup,178 mg,Fever
Acetonazole,Antifungal,Drops,163 mg,Wound
Acetostatin,Analgesic,Drops,220 mg,Virus
Ibuprocillin,Antidiabetic,Syrup,314 mg,Diabetes
Cefnazole,Antiseptic,Syrup,77 mg,Diabetes
Metonazole,Antipyretic,Injection,988 mg,Pain
Metoprofen,Antidepressant,Capsule,669 mg,Fungus
Ibupromet,Antidiabetic,Drops,225 mg,Virus
Ibuprocillin,Antiseptic,Cream,909 mg,Depression
Dextrovir,Antipyretic,Syrup,503 mg,Depression
Dextroprofen,Antiseptic,Inhaler,22 mg,Virus
Doloprofen,Antidepressant,Syrup,261 mg,Fungus
Cefprofen,Antidepressant,Syrup,10 mg,Pain
Cefcillin,Antidepressant,Cream,441 mg,Pain
Metonazole,Antiviral,Drops,976 mg,Depression
Clarimycin,Antifungal,Cream,437 mg,Infection
Cefstatin,Antidepressant,Syrup,430 mg,Wound
Dextronazole,Antipyretic,Ointment,847 mg,Virus
Dolomycin,Antipyretic,Inhaler,69 mg,Diabetes
Clarivir,Antidepressant,Tablet,774 mg,Wound
Ibupromet,Antifungal,Cream,400 mg,Wound
Acetovir,Antipyretic,Inhaler,566 mg,Pain
Dextroprofen,Antidepressant,Syrup,701 mg,Diabetes
Dextromet,Antibiotic,Syrup,627 mg,Pain
Metonazole,Antifungal,Capsule,305 mg,Infection
Acetocillin,Antidepressant,Capsule,567 mg,Diabetes
Metomycin,Antibiotic,Cream,807 mg,Infection
Dolostatin,Antifungal,Capsule,550 mg,Fever
Doloprofen,Antipyretic,Cream,811 mg,Diabetes
Amoxicillin,Antifungal,Injection,21 mg,Pain
Dolomet,Antidiabetic,Tablet,347 mg,Diabetes
Dolomet,Antifungal,Capsule,845 mg,Depression
Dextrophen,Antifungal,Injection,446 mg,Pain
Dextromet,Antiviral,Inhaler,707 mg,Wound
Cefphen,Antifungal,Cream,173 mg,Diabetes
Claristatin,Antidepressant,Ointment,822 mg,Fever
Dextronazole,Antiseptic,Injection,624 mg,Virus
Dolophen,Antidepressant,Ointment,124 mg,Infection
Metovir,Antiseptic,Cream,51 mg,Depression
Acetovir,Antibiotic,Cream,439 mg,Wound
Claristatin,Antibiotic,Inhaler,647 mg,Virus
Claricillin,Antidiabetic,Injection,898 mg,Infection
Cefphen,Antiseptic,Cream,722 mg,Pain
Dextrostatin,Antidepressant,Capsule,28 mg,Fungus
Acetomycin,Antidepressant,Inhaler,383 mg,Virus
Ibupromycin,Antifungal,Ointment,82 mg,Wound
Metoprofen,Analgesic,Syrup,364 mg,Pain
Metovir,Antifungal,Drops,552 mg,Infection
Claristatin,Antipyretic,Drops,555 mg,Fungus
Amoxiprofen,Antidiabetic,Cream,226 mg,Fungus
Metoprofen,Antiseptic,Inhaler,895 mg,Diabetes
Clariprofen,Analgesic,Inhaler,770 mg,Fever
Cefnazole,Antifungal,Capsule,800 mg,Fever
Acetovir,Antidepressant,Cream,426 mg,Virus
Dolomet,Antiseptic,Ointment,218 mg,Fever
Dolovir,Antibiotic,Inhaler,594 mg,Virus
Dextroprofen,Antidepressant,Tablet,514 mg,Pain
Acetovir,Antipyretic,Injection,174 mg,Fungus
Dolonazole,Antidiabetic,Ointment,9 mg,Pain
Clarinazole,Antibiotic,Inhaler,893 mg,Fever
Acetomet,Antidiabetic,Injection,533 mg,Virus
Clarivir,Analgesic,Inhaler,33 mg,Pain
Dolonazole,Antiviral,Capsule,396 mg,Fever
Acetovir,Antiviral,Tablet,85 mg,Depression
Clariprofen,Antifungal,Capsule,643 mg,Diabetes
Metostatin,Antiviral,Injection,759 mg,Fever
Cefmycin,Antiseptic,Ointment,172 mg,Pain
Dextromycin,Antifungal,Inhaler,969 mg,Diabetes
Metonazole,Antiviral,Tablet,950 mg,Infection
Cefmet,Antipyretic,Cream,575 mg,Wound
Cefmycin,Analgesic,Ointment,237 mg,Fungus
Cefnazole,Antifungal,Cream,599 mg,Virus
Acetomet,Antiseptic,Drops,404 mg,Pain
Doloprofen,Antifungal,Capsule,139 mg,Virus
Ibuprocillin,Antidepressant,Tablet,580 mg,Infection
Cefvir,Antidepressant,Inhaler,578 mg,Virus
Cefvir,Antiviral,Tablet,256 mg,Wound
Amoxiphen,Antidiabetic,Syrup,590 mg,Fever
Ibupronazole,Antibiotic,Tablet,347 mg,Virus
Metoprofen,Antiviral,Ointment,690 mg,Diabetes
Clarinazole,Antipyretic,Capsule,562 mg,Fungus
Claristatin,Antidepressant,Tablet,402 mg,Pain
Amoxinazole,Antiviral,Drops,914 mg,Depression
Dolostatin,Analgesic,Syrup,880 mg,Infection
Dolostatin,Antidepressant,Capsule,73 mg,Fever
Acetophen,Antiseptic,Tablet,891 mg,Wound
Clarivir,Antifungal,Capsule,78 mg,Fever
Metocillin,Antidiabetic,Ointment,775 mg,Fungus
Ibuproprofen,Antifungal,Inhaler,854 mg,Infection
Dolophen,Antifungal,Tablet,139 mg,Virus
Metonazole,Antidiabetic,Syrup,954 mg,Pain
Amoxinazole,Antifungal,Ointment,710 mg,Pain
Acetomet,Antiseptic,Capsule,166 mg,Fever
Dolomet,Antiviral,Cream,697 mg,Virus
Dolostatin,Antiviral,Drops,46 mg,Virus
Cefprofen,Antibiotic,Tablet,124 mg,Virus
Ibuprocillin,Analgesic,Ointment,673 mg,Infection
Dextrovir,Antidepressant,Inhaler,296 mg,Pain
Cefcillin,Antiseptic,Tablet,259 mg,Pain
Doloprofen,Antiseptic,Injection,12 mg,Diabetes
Metoprofen,Antiseptic,Drops,517 mg,Fever
Clarimycin,Antibiotic,Ointment,179 mg,Wound
Clarimycin,Antiseptic,Drops,909 mg,Fungus
Dextromet,Analgesic,Cream,140 mg,Pain
Metocillin,Antibiotic,Injection,341 mg,Depression
Acetonazole,Antidepressant,Inhaler,515 mg,Fever
Metostatin,Antidiabetic,Syrup,940 mg,Depression
Cefnazole,Analgesic,Ointment,471 mg,Diabetes
Dolovir,Analgesic,Drops,801 mg,Diabetes
Dolovir,Antipyretic,Injection,733 mg,Wound
Ibuprovir,Antipyretic,Ointment,217 mg,Pain
Dextromycin,Antidiabetic,Inhaler,287 mg,Virus
Cefprofen,Analgesic,Tablet,23 mg,Fever
Dextrostatin,Analgesic,Inhaler,517 mg,Fever
Metovir,Antidiabetic,Cream,31 mg,Fever
Acetomet,Antidepressant,Ointment,59 mg,Virus
Metophen,Antidiabetic,Injection,313 mg,Virus
Claristatin,Antidiabetic,Syrup,918 mg,Diabetes
Metonazole,Antibiotic,Drops,747 mg,Pain
Cefmet,Antibiotic,Cream,315 mg,Infection
Dextrovir,Antiseptic,Injection,203 mg,Wound
Dextronazole,Antidepressant,Cream,282 mg,Pain
Cefstatin,Antibiotic,Syrup,449 mg,Fungus
Clariphen,Antiviral,Inhaler,838 mg,Diabetes
Metomet,Antiseptic,Syrup,794 mg,Fever
Dolostatin,Antiseptic,Inhaler,329 mg,Fungus
Amoxiphen,Antidiabetic,Injection,21 mg,Fungus
Amoxistatin,Analgesic,Tablet,418 mg,Virus
Metophen,Antidepressant,Capsule,689 mg,Diabetes
Clariprofen,Antidiabetic,Injection,231 mg,Infection
Amoxistatin,Antiseptic,Syrup,249 mg,Fever
Clarimycin,Antiseptic,Drops,488 mg,Virus
Acetomycin,Antidepressant,Syrup,955 mg,Fever
Cefnazole,Antidepressant,Cream,870 mg,Depression
Dolocillin,Antiviral,Ointment,683 mg,Fever
Cefcillin,Antidiabetic,Ointment,857 mg,Fever
Ibuprophen,Antiseptic,Inhaler,758 mg,Virus
Clarimet,Antiviral,Ointment,216 mg,Pain
Amoxivir,Antiviral,Inhaler,611 mg,Fungus
Ibupronazole,Antiviral,Syrup,955 mg,Fungus
Amoximycin,Antiviral,Tablet,921 mg,Fungus
Metonazole,Antifungal,Injection,942 mg,Fever
Metonazole,Antifungal,Capsule,520 mg,Fever
Amoxinazole,Antiseptic,Tablet,548 mg,Fungus
Amoxivir,Antibiotic,Drops,324 mg,Diabetes
Amoxistatin,Antifungal,Injection,920 mg,Fever
Metostatin,Antibiotic,Inhaler,972 mg,Pain
Doloprofen,Analgesic,Syrup,548 mg,Diabetes
Ibuprovir,Antidepressant,Tablet,216 mg,Wound
Cefmet,Antidiabetic,Syrup,246 mg,Virus
Amoxiphen,Analgesic,Tablet,194 mg,Pain
Cefprofen,Analgesic,Injection,288 mg,Depression
Metophen,Antibiotic,Syrup,211 mg,Virus
Cefcillin,Antidepressant,Cream,504 mg,Fungus
Dolovir,Antipyretic,Injection,237 mg,Pain
Dolonazole,Analgesic,Capsule,836 mg,Depression
Ibuproprofen,Antipyretic,Capsule,604 mg,Depression
Dolonazole,Antibiotic,Tablet,548 mg,Infection
Dolonazole,Antiseptic,Inhaler,215 mg,Fungus
Clarinazole,Antiseptic,Tablet,923 mg,Diabetes
Acetocillin,Analgesic,Syrup,351 mg,Wound
Dextrocillin,Antipyretic,Inhaler,939 mg,Depression
Acetoprofen,Antipyretic,Injection,806 mg,Wound
Dolomycin,Antidepressant,Injection,570 mg,Wound
Acetomycin,Antiviral,Syrup,480 mg,Pain
Cefmycin,Antidiabetic,Cream,910 mg,Depression
Clarimet,Antiviral,Drops,426 mg,Pain
Dolocillin,Antidepressant,Inhaler,286 mg,Infection
Metostatin,Antibiotic,Cream,840 mg,Infection
Amoxiphen,Antipyretic,Ointment,959 mg,Virus
Amoxinazole,Antiviral,Inhaler,822 mg,Infection
Metoprofen,Antiseptic,Cream,697 mg,Depression
Ibupronazole,Antiseptic,Drops,96 mg,Diabetes
Acetovir,Antidepressant,Capsule,63 mg,Fungus
Dextrophen,Antibiotic,Cream,218 mg,Infection
